name,abilities,attack,base_egg_steps,base_happiness,base_total,capture_rate,classification,defense,experience_growth,height_m,hp,percentage_male,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,genderless
Froslass,"['Snow Cloak', 'Cursed Body']",80,5120,70,480,75,Snow Land Pokémon,70,1000000,1.3,70,0.0,80,70,110,ice,ghost,26.6,4,0,0
Rotom,['Levitate'],65,5120,70,520,45,Plasma Pokémon,107,1000000,0.3,50,None,105,107,86,electric,ghost,0.3,4,0,1
Uxie,['Levitate'],75,20480,140,580,3,Knowledge Pokémon,130,1250000,0.3,75,None,75,130,95,psychic,None,0.3,4,1,1
Mesprit,['Levitate'],105,20480,140,580,3,Emotion Pokémon,105,1250000,0.3,80,None,105,105,80,psychic,None,0.3,4,1,1
Azelf,['Levitate'],125,20480,140,580,3,Willpower Pokémon,70,1250000,0.3,75,None,125,70,115,psychic,None,0.3,4,1,1
Dialga,"['Pressure', 'Telepathy']",120,30720,0,680,3,Temporal Pokémon,120,1250000,5.4,100,None,150,100,90,steel,dragon,683.0,4,1,1
Palkia,"['Pressure', 'Telepathy']",120,30720,0,680,3,Spatial Pokémon,100,1250000,4.2,90,None,150,120,100,water,dragon,336.0,4,1,1
Heatran,"['Flash Fire', 'Flame Body']",90,2560,100,600,3,Lava Dome Pokémon,106,1250000,1.7,91,50.0,130,106,77,fire,steel,430.0,4,1,0
Regigigas,['Slow Start'],160,30720,0,670,3,Colossal Pokémon,110,1250000,3.7,110,None,80,110,100,normal,None,420.0,4,1,1
Giratina,"['Pressure', 'Telepathy', 'Levitate']",120,30720,0,680,3,Renegade Pokémon,100,1250000,4.5,150,None,120,100,90,ghost,dragon,750.0,4,1,1
Cresselia,['Levitate'],70,30720,100,600,3,Lunar Pokémon,120,1250000,1.5,120,0.0,75,130,85,psychic,None,85.6,4,1,0
Phione,['Hydration'],80,10240,70,480,30,Sea Drifter Pokémon,80,1250000,0.4,80,None,80,80,80,water,None,3.1,4,0,1
Manaphy,['Hydration'],100,2560,70,600,3,Seafaring Pokémon,100,1250000,0.3,100,None,100,100,100,water,None,1.4,4,1,1
Darkrai,['Bad Dreams'],90,30720,0,600,3,Pitch-Black Pokémon,90,1250000,1.5,70,None,135,90,125,dark,None,50.5,4,1,1
Shaymin,"['Natural Cure', 'Serene Grace']",103,30720,100,600,45,Gratitude Pokémon,75,1059860,0.2,100,None,120,75,127,grass,grass,2.1,4,1,1
Arceus,['Multitype'],120,30720,0,720,3,Alpha Pokémon,120,1250000,3.2,120,None,120,120,120,normal,None,320.0,4,1,1
Victini,['Victory Star'],100,30720,100,600,3,Victory Pokémon,100,1250000,0.4,100,None,100,100,100,psychic,fire,4.0,5,1,1
Snivy,"['Overgrow', 'Contrary']",45,5120,70,308,45,Grass Snake Pokémon,55,1059860,0.6,45,88.1,45,55,63,grass,None,8.1,5,0,0
Servine,"['Overgrow', 'Contrary']",60,5120,70,413,45,Grass Snake Pokémon,75,1059860,0.8,60,88.1,60,75,83,grass,None,16.0,5,0,0
Serperior,"['Overgrow', 'Contrary']",75,5120,70,528,45,Regal Pokémon,95,1059860,3.3,75,88.1,75,95,113,grass,None,63.0,5,0,0
Tepig,"['Blaze', 'Thick Fat']",63,5120,70,308,45,Fire Pig Pokémon,45,1059860,0.5,65,88.1,45,45,45,fire,None,9.9,5,0,0
Pignite,"['Blaze', 'Thick Fat']",93,5120,70,418,45,Fire Pig Pokémon,55,1059860,1.0,90,88.1,70,55,55,fire,fighting,55.5,5,0,0
Emboar,"['Blaze', 'Reckless']",123,5120,70,528,45,Mega Fire Pig Pokémon,65,1059860,1.6,110,88.1,100,65,65,fire,fighting,150.0,5,0,0
Oshawott,"['Torrent', 'Shell Armor']",55,5120,70,308,45,Sea Otter Pokémon,45,1059860,0.5,55,88.1,63,45,45,water,None,5.9,5,0,0
Dewott,"['Torrent', 'Shell Armor']",75,5120,70,413,45,Discipline Pokémon,60,1059860,0.8,75,88.1,83,60,60,water,None,24.5,5,0,0
Samurott,"['Torrent', 'Shell Armor']",100,5120,70,528,45,Formidable Pokémon,85,1059860,1.5,95,88.1,108,70,70,water,None,94.6,5,0,0
Patrat,"['Run Away', 'Keen Eye', 'Analytic']",55,3840,70,255,255,Scout Pokémon,39,1000000,0.5,45,50.0,35,39,42,normal,None,11.6,5,0,0
Watchog,"['Illuminate', 'Keen Eye', 'Analytic']",85,5120,70,420,255,Lookout Pokémon,69,1000000,1.1,60,50.0,60,69,77,normal,None,27.0,5,0,0
Lillipup,"['Vital Spirit', 'Pickup', 'Run Away']",60,3840,70,275,255,Puppy Pokémon,45,1059860,0.4,45,50.0,25,45,55,normal,None,4.1,5,0,0
Herdier,"['Intimidate', 'Sand Rush', 'Scrappy']",80,3840,70,370,120,Loyal Dog Pokémon,65,1059860,0.9,65,50.0,35,65,60,normal,None,14.7,5,0,0
Stoutland,"['Intimidate', 'Sand Rush', 'Scrappy']",110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,1.2,85,50.0,45,90,80,normal,None,61.0,5,0,0
Purrloin,"['Limber', 'Unburden', 'Prankster']",50,5120,70,281,255,Devious Pokémon,37,1000000,0.4,41,50.0,50,37,66,dark,None,10.1,5,0,0
Liepard,"['Limber', 'Unburden', 'Prankster']",88,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,64,50.0,88,50,106,dark,None,37.5,5,0,0
Pansage,"['Gluttony', 'Overgrow']",53,5120,70,316,190,Grass Monkey Pokémon,48,1000000,0.6,50,88.1,53,48,64,grass,None,10.5,5,0,0
Simisage,"['Gluttony', 'Overgrow']",98,5120,70,498,75,Thorn Monkey Pokémon,63,1000000,1.1,75,88.1,98,63,101,grass,None,30.5,5,0,0
Pansear,"['Gluttony', 'Blaze']",53,5120,70,316,190,High Temp Pokémon,48,1000000,0.6,50,88.1,53,48,64,fire,None,11.0,5,0,0
Simisear,"['Gluttony', 'Blaze']",98,5120,70,498,75,Ember Pokémon,63,1000000,1.0,75,88.1,98,63,101,fire,None,28.0,5,0,0
Panpour,"['Gluttony', 'Torrent']",53,5120,70,316,190,Spray Pokémon,48,1000000,0.6,50,88.1,53,48,64,water,None,13.5,5,0,0
Simipour,"['Gluttony', 'Torrent']",98,5120,70,498,75,Geyser Pokémon,63,1000000,1.0,75,88.1,98,63,101,water,None,29.0,5,0,0
Munna,"['Forewarn', 'Synchronize', 'Telepathy']",25,2560,70,292,190,Dream Eater Pokémon,45,800000,0.6,76,50.0,67,55,24,psychic,None,23.3,5,0,0
Musharna,"['Forewarn', 'Synchronize', 'Telepathy']",55,2560,70,487,75,Drowsing Pokémon,85,800000,1.1,116,50.0,107,95,29,psychic,None,60.5,5,0,0
Pidove,"['Big Pecks', 'Super Luck', 'Rivalry']",55,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,0.3,50,50.0,36,30,43,normal,flying,2.1,5,0,0
Tranquill,"['Big Pecks', 'Super Luck', 'Rivalry']",77,3840,70,358,120,Wild Pigeon Pokémon,62,1059860,0.6,62,50.0,50,42,65,normal,flying,15.0,5,0,0
Unfezant,"['Big Pecks', 'Super Luck', 'Rivalry']",115,3840,70,488,45,Proud Pokémon,80,1059860,1.2,80,50.0,65,55,93,normal,flying,29.0,5,0,0
Blitzle,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",60,5120,70,295,190,Electrified Pokémon,32,1000000,0.8,45,50.0,50,32,76,electric,None,29.8,5,0,0
Zebstrika,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",100,5120,70,497,75,Thunderbolt Pokémon,63,1000000,1.6,75,50.0,80,63,116,electric,None,79.5,5,0,0
Roggenrola,"['Sturdy', 'Weak Armor', 'Sand Force']",75,3840,70,280,255,Mantle Pokémon,85,1059860,0.4,55,50.0,25,25,15,rock,None,18.0,5,0,0
Boldore,"['Sturdy', 'Weak Armor', 'Sand Force']",105,3840,70,390,120,Ore Pokémon,105,1059860,0.9,70,50.0,50,40,20,rock,None,102.0,5,0,0
Gigalith,"['Sturdy', 'Sand Stream', 'Sand Force']",135,3840,70,515,45,Compressed Pokémon,130,1059860,1.7,85,50.0,60,80,25,rock,None,260.0,5,0,0
Woobat,"['Unaware', 'Klutz', 'Simple']",45,3840,70,323,190,Bat Pokémon,43,1000000,0.4,65,50.0,55,43,72,psychic,flying,2.1,5,0,0
Swoobat,"['Unaware', 'Klutz', 'Simple']",57,3840,70,425,45,Courting Pokémon,55,1000000,0.9,67,50.0,77,55,114,psychic,flying,10.5,5,0,0
Drilbur,"['Sand Rush', 'Sand Force', 'Mold Breaker']",85,5120,70,328,120,Mole Pokémon,40,1000000,0.3,60,50.0,30,45,68,ground,None,8.5,5,0,0
Excadrill,"['Sand Rush', 'Sand Force', 'Mold Breaker']",135,5120,70,508,60,Subterrene Pokémon,60,1000000,0.7,110,50.0,50,65,88,ground,steel,40.4,5,0,0
Audino,"['Healer', 'Regenerator', 'Klutz']",60,5120,70,545,255,Hearing Pokémon,126,800000,1.1,103,50.0,80,126,50,normal,None,31.0,5,0,0
Timburr,"['Guts', 'Sheer Force', 'Iron Fist']",80,5120,70,305,180,Muscular Pokémon,55,1059860,0.6,75,75.4,25,35,35,fighting,None,12.5,5,0,0
Gurdurr,"['Guts', 'Sheer Force', 'Iron Fist']",105,5120,70,405,90,Muscular Pokémon,85,1059860,1.2,85,75.4,40,50,40,fighting,None,40.0,5,0,0
Conkeldurr,"['Guts', 'Sheer Force', 'Iron Fist']",140,5120,70,505,45,Muscular Pokémon,95,1059860,1.4,105,75.4,55,65,45,fighting,None,87.0,5,0,0
Tympole,"['Swift Swim', 'Hydration', 'Water Absorb']",50,5120,70,294,255,Tadpole Pokémon,40,1059860,0.5,50,50.0,50,40,64,water,None,4.5,5,0,0
Palpitoad,"['Swift Swim', 'Hydration', 'Water Absorb']",65,5120,70,384,120,Vibration Pokémon,55,1059860,0.8,75,50.0,65,55,69,water,ground,17.0,5,0,0
Seismitoad,"['Swift Swim', 'Poison Touch', 'Water Absorb']",95,5120,70,509,45,Vibration Pokémon,75,1059860,1.5,105,50.0,85,75,74,water,ground,62.0,5,0,0
Throh,"['Guts', 'Inner Focus', 'Mold Breaker']",100,5120,70,465,45,Judo Pokémon,85,1000000,1.3,120,100.0,30,85,45,fighting,None,55.5,5,0,0
Sawk,"['Sturdy', 'Inner Focus', 'Mold Breaker']",125,5120,70,465,45,Karate Pokémon,75,1000000,1.4,75,100.0,30,75,85,fighting,None,51.0,5,0,0
Sewaddle,"['Swarm', 'Chlorophyll', 'Overcoat']",53,3840,70,310,255,Sewing Pokémon,70,1059860,0.3,45,50.0,40,60,42,bug,grass,2.5,5,0,0
Swadloon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",63,3840,70,380,120,Leaf-Wrapped Pokémon,90,1059860,0.5,55,50.0,50,80,42,bug,grass,7.3,5,0,0
Leavanny,"['Swarm', 'Chlorophyll', 'Overcoat']",103,3840,70,500,45,Nurturing Pokémon,80,1059860,1.2,75,50.0,70,80,92,bug,grass,20.5,5,0,0
Venipede,"['Poison Point', 'Swarm', 'Speed Boost']",45,3840,70,260,255,Centipede Pokémon,59,1059860,0.4,30,50.0,30,39,57,bug,poison,5.3,5,0,0
Whirlipede,"['Poison Point', 'Swarm', 'Speed Boost']",55,3840,70,360,120,Curlipede Pokémon,99,1059860,1.2,40,50.0,40,79,47,bug,poison,58.5,5,0,0
Scolipede,"['Poison Point', 'Swarm', 'Speed Boost']",100,5120,70,485,45,Megapede Pokémon,89,1059860,2.5,60,50.0,55,69,112,bug,poison,200.5,5,0,0
Cottonee,"['Prankster', 'Infiltrator', 'Chlorophyll']",27,5120,70,280,190,Cotton Puff Pokémon,60,1000000,0.3,40,50.0,37,50,66,grass,fairy,0.6,5,0,0
Whimsicott,"['Prankster', 'Infiltrator', 'Chlorophyll']",67,5120,70,480,75,Windveiled Pokémon,85,1000000,0.7,60,50.0,77,75,116,grass,fairy,6.6,5,0,0
Petilil,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",35,5120,70,280,190,Bulb Pokémon,50,1000000,0.5,45,0.0,70,50,30,grass,None,6.6,5,0,0
Lilligant,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",60,5120,70,480,75,Flowering Pokémon,75,1000000,1.1,70,0.0,110,75,90,grass,None,16.3,5,0,0
Basculin,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",92,10240,70,460,25,Hostile Pokémon,65,1000000,1.0,70,50.0,80,55,98,water,None,18.0,5,0,0
Sandile,"['Intimidate', 'Moxie', 'Anger Point']",72,5120,70,292,180,Desert Croc Pokémon,35,1059860,0.7,50,50.0,35,35,65,ground,dark,15.2,5,0,0
Krokorok,"['Intimidate', 'Moxie', 'Anger Point']",82,5120,70,351,90,Desert Croc Pokémon,45,1059860,1.0,60,50.0,45,45,74,ground,dark,33.4,5,0,0
Krookodile,"['Intimidate', 'Moxie', 'Anger Point']",117,5120,70,519,45,Intimidation Pokémon,80,1059860,1.5,95,50.0,65,70,92,ground,dark,96.3,5,0,0
Darumaka,"['Hustle', 'Inner Focus']",90,5120,70,315,120,Zen Charm Pokémon,45,1059860,0.6,70,50.0,15,45,50,fire,None,37.5,5,0,0
Darmanitan,"['Sheer Force', 'Zen Mode']",30,5120,70,540,60,Blazing Pokémon,105,1059860,1.3,105,50.0,140,105,55,fire,fire,92.9,5,0,0
Maractus,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",86,5120,70,461,255,Cactus Pokémon,67,1000000,1.0,75,50.0,106,67,60,grass,None,28.0,5,0,0
Dwebble,"['Sturdy', 'Shell Armor', 'Weak Armor']",65,5120,70,325,190,Rock Inn Pokémon,85,1000000,0.3,50,50.0,35,35,55,bug,rock,14.5,5,0,0
Crustle,"['Sturdy', 'Shell Armor', 'Weak Armor']",105,5120,70,485,75,Stone Home Pokémon,125,1000000,1.4,70,50.0,65,75,45,bug,rock,200.0,5,0,0
Scraggy,"['Shed Skin', 'Moxie', 'Intimidate']",75,3840,35,348,180,Shedding Pokémon,70,1000000,0.6,50,50.0,35,70,48,dark,fighting,11.8,5,0,0
Scrafty,"['Shed Skin', 'Moxie', 'Intimidate']",90,3840,70,488,90,Hoodlum Pokémon,115,1000000,1.1,65,50.0,45,115,58,dark,fighting,30.0,5,0,0
Sigilyph,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",58,5120,70,490,45,Avianoid Pokémon,80,1000000,1.4,72,50.0,103,80,97,psychic,flying,14.0,5,0,0
Yamask,['Mummy'],30,6400,70,303,190,Spirit Pokémon,85,1000000,0.5,38,50.0,55,65,30,ghost,None,1.5,5,0,0
Cofagrigus,['Mummy'],50,6400,70,483,90,Coffin Pokémon,145,1000000,1.7,58,50.0,95,105,30,ghost,None,76.5,5,0,0
Tirtouga,"['Solid Rock', 'Sturdy', 'Swift Swim']",78,7680,70,355,45,Prototurtle Pokémon,103,1000000,0.7,54,88.1,53,45,22,water,rock,16.5,5,0,0
Carracosta,"['Solid Rock', 'Sturdy', 'Swift Swim']",108,7680,70,495,45,Prototurtle Pokémon,133,1000000,1.2,74,88.1,83,65,32,water,rock,81.0,5,0,0
Archen,['Defeatist'],112,7680,70,401,45,First Bird Pokémon,45,1000000,0.5,55,88.1,74,45,70,rock,flying,9.5,5,0,0
Archeops,['Defeatist'],140,7680,70,567,45,First Bird Pokémon,65,1000000,1.4,75,88.1,112,65,110,rock,flying,32.0,5,0,0
Trubbish,"['Stench', 'Sticky Hold', 'Aftermath']",50,5120,70,329,190,Trash Bag Pokémon,62,1000000,0.6,50,50.0,40,62,65,poison,None,31.0,5,0,0
Garbodor,"['Stench', 'Weak Armor', 'Aftermath']",95,5120,70,474,60,Trash Heap Pokémon,82,1000000,1.9,80,50.0,60,82,75,poison,None,107.3,5,0,0
Zorua,['Illusion'],65,6400,70,330,75,Tricky Fox Pokémon,40,1059860,0.7,40,88.1,80,40,65,dark,None,12.5,5,0,0
Zoroark,['Illusion'],105,5120,70,510,45,Illusion Fox Pokémon,60,1059860,1.6,60,88.1,120,60,105,dark,None,81.1,5,0,0
Minccino,"['Cute Charm', 'Technician', 'Skill Link']",50,3840,70,300,255,Chinchilla Pokémon,40,800000,0.4,55,24.6,40,40,75,normal,None,5.8,5,0,0
Cinccino,"['Cute Charm', 'Technician', 'Skill Link']",95,3840,70,470,60,Scarf Pokémon,60,800000,0.5,75,24.6,65,60,115,normal,None,7.5,5,0,0
Gothita,"['Frisk', 'Competitive', 'Shadow Tag']",30,5120,70,290,200,Fixation Pokémon,50,1059860,0.4,45,24.6,55,65,45,psychic,None,5.8,5,0,0
Gothorita,"['Frisk', 'Competitive', 'Shadow Tag']",45,5120,70,390,100,Manipulate Pokémon,70,1059860,0.7,60,24.6,75,85,55,psychic,None,18.0,5,0,0
Gothitelle,"['Frisk', 'Competitive', 'Shadow Tag']",55,5120,70,490,50,Astral Body Pokémon,95,1059860,1.5,70,24.6,95,110,65,psychic,None,44.0,5,0,0
Solosis,"['Overcoat', 'Magic Guard', 'Regenerator']",30,5120,70,290,200,Cell Pokémon,40,1059860,0.3,45,50.0,105,50,20,psychic,None,1.0,5,0,0
Duosion,"['Overcoat', 'Magic Guard', 'Regenerator']",40,5120,70,370,100,Mitosis Pokémon,50,1059860,0.6,65,50.0,125,60,30,psychic,None,8.0,5,0,0
Reuniclus,"['Overcoat', 'Magic Guard', 'Regenerator']",65,5120,70,490,50,Multiplying Pokémon,75,1059860,1.0,110,50.0,125,85,30,psychic,None,20.1,5,0,0
Ducklett,"['Keen Eye', 'Big Pecks', 'Hydration']",44,5120,70,305,190,Water Bird Pokémon,50,1000000,0.5,62,50.0,44,50,55,water,flying,5.5,5,0,0
Swanna,"['Keen Eye', 'Big Pecks', 'Hydration']",87,5120,70,473,45,White Bird Pokémon,63,1000000,1.3,75,50.0,87,63,98,water,flying,24.2,5,0,0
Vanillite,"['Ice Body', 'Snow Cloak', 'Weak Armor']",50,5120,70,305,255,Fresh Snow Pokémon,50,1250000,0.4,36,50.0,65,60,44,ice,None,5.7,5,0,0
Vanillish,"['Ice Body', 'Snow Cloak', 'Weak Armor']",65,5120,70,395,120,Icy Snow Pokémon,65,1250000,1.1,51,50.0,80,75,59,ice,None,41.0,5,0,0
Vanilluxe,"['Ice Body', 'Snow Warning', 'Weak Armor']",95,5120,70,535,45,Snowstorm Pokémon,85,1250000,1.3,71,50.0,110,95,79,ice,None,57.5,5,0,0
Deerling,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,5120,70,335,190,Season Pokémon,50,1000000,0.6,60,50.0,40,50,75,normal,grass,19.5,5,0,0
Sawsbuck,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",100,5120,70,475,75,Season Pokémon,70,1000000,1.9,80,50.0,60,70,95,normal,grass,92.5,5,0,0
Emolga,"['Static', 'Motor Drive']",75,5120,70,428,200,Sky Squirrel Pokémon,60,1000000,0.4,55,50.0,75,60,103,electric,flying,5.0,5,0,0
Karrablast,"['Swarm', 'Shed Skin', 'No Guard']",75,3840,70,315,200,Clamping Pokémon,45,1000000,0.5,50,50.0,40,45,60,bug,None,5.9,5,0,0
Escavalier,"['Swarm', 'Shell Armor', 'Overcoat']",135,3840,70,495,75,Cavalry Pokémon,105,1000000,1.0,70,50.0,60,105,20,bug,steel,33.0,5,0,0
Foongus,"['Effect Spore', 'Regenerator']",55,5120,70,294,190,Mushroom Pokémon,45,1000000,0.2,69,50.0,55,55,15,grass,poison,1.0,5,0,0
Amoonguss,"['Effect Spore', 'Regenerator']",85,5120,70,464,75,Mushroom Pokémon,70,1000000,0.6,114,50.0,85,80,30,grass,poison,10.5,5,0,0
Frillish,"['Water Absorb', 'Cursed Body', 'Damp']",40,5120,70,335,190,Floating Pokémon,50,1000000,1.2,55,50.0,65,85,40,water,ghost,33.0,5,0,0
Jellicent,"['Water Absorb', 'Cursed Body', 'Damp']",60,5120,70,480,60,Floating Pokémon,70,1000000,2.2,100,50.0,85,105,60,water,ghost,135.0,5,0,0
Alomomola,"['Healer', 'Hydration', 'Regenerator']",75,10240,70,470,75,Caring Pokémon,80,800000,1.2,165,50.0,40,45,65,water,None,31.6,5,0,0
Joltik,"['Compoundeyes', 'Unnerve', 'Swarm']",47,5120,70,319,190,Attaching Pokémon,50,1000000,0.1,50,50.0,57,50,65,bug,electric,0.6,5,0,0
Galvantula,"['Compoundeyes', 'Unnerve', 'Swarm']",77,5120,70,472,75,EleSpider Pokémon,60,1000000,0.8,70,50.0,97,60,108,bug,electric,14.3,5,0,0
Ferroseed,['Iron Barbs'],50,5120,70,305,255,Thorn Seed Pokémon,91,1000000,0.6,44,50.0,24,86,10,grass,steel,18.8,5,0,0
Ferrothorn,"['Iron Barbs', 'Anticipation']",94,5120,70,489,90,Thorn Pod Pokémon,131,1000000,1.0,74,50.0,54,116,20,grass,steel,110.0,5,0,0
Klink,"['Plus', 'Minus', 'Clear Body']",55,5120,70,300,130,Gear Pokémon,70,1059860,0.3,40,None,45,60,30,steel,None,21.0,5,0,1
Klang,"['Plus', 'Minus', 'Clear Body']",80,5120,70,440,60,Gear Pokémon,95,1059860,0.6,60,None,70,85,50,steel,None,51.0,5,0,1
Klinklang,"['Plus', 'Minus', 'Clear Body']",100,5120,70,520,30,Gear Pokémon,115,1059860,0.6,60,None,70,85,90,steel,None,81.0,5,0,1
Tynamo,['Levitate'],55,5120,70,275,190,EleFish Pokémon,40,1250000,0.2,35,50.0,45,40,60,electric,None,0.3,5,0,0
Eelektrik,['Levitate'],85,5120,70,405,60,EleFish Pokémon,70,1250000,1.2,65,50.0,75,70,40,electric,None,22.0,5,0,0
Eelektross,['Levitate'],115,5120,70,515,30,EleFish Pokémon,80,1250000,2.1,85,50.0,105,80,50,electric,None,80.5,5,0,0
Elgyem,"['Telepathy', 'Synchronize', 'Analytic']",55,5120,70,335,255,Cerebral Pokémon,55,1000000,0.5,55,50.0,85,55,30,psychic,None,9.0,5,0,0
Beheeyem,"['Telepathy', 'Synchronize', 'Analytic']",75,5120,70,485,90,Cerebral Pokémon,75,1000000,1.0,75,50.0,125,95,40,psychic,None,34.5,5,0,0
Litwick,"['Flash Fire', 'Flame Body', 'Infiltrator']",30,5120,70,275,190,Candle Pokémon,55,1059860,0.3,50,50.0,65,55,20,ghost,fire,3.1,5,0,0
Lampent,"['Flash Fire', 'Flame Body', 'Infiltrator']",40,5120,70,370,90,Lamp Pokémon,60,1059860,0.6,60,50.0,95,60,55,ghost,fire,13.0,5,0,0
Chandelure,"['Flash Fire', 'Flame Body', 'Infiltrator']",55,5120,70,520,45,Luring Pokémon,90,1059860,1.0,60,50.0,145,90,80,ghost,fire,34.3,5,0,0
Axew,"['Rivalry', 'Mold Breaker', 'Unnerve']",87,10240,35,320,75,Tusk Pokémon,60,1250000,0.6,46,50.0,30,40,57,dragon,None,18.0,5,0,0
Fraxure,"['Rivalry', 'Mold Breaker', 'Unnerve']",117,10240,35,410,60,Axe Jaw Pokémon,70,1250000,1.0,66,50.0,40,50,67,dragon,None,36.0,5,0,0
Haxorus,"['Rivalry', 'Mold Breaker', 'Unnerve']",147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,1.8,76,50.0,60,70,97,dragon,None,105.5,5,0,0
Cubchoo,"['Snow Cloak', 'Slush Rush', 'Rattled']",70,5120,70,305,120,Chill Pokémon,40,1000000,0.5,55,50.0,60,40,40,ice,None,8.5,5,0,0
Beartic,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",130,5120,70,505,60,Freezing Pokémon,80,1000000,2.6,95,50.0,70,80,50,ice,None,260.0,5,0,0
Cryogonal,['Levitate'],50,6400,70,515,25,Crystallizing Pokémon,50,1000000,1.1,80,None,95,135,105,ice,None,148.0,5,0,1
Shelmet,"['Hydration', 'Shell Armor', 'Overcoat']",40,3840,70,305,200,Snail Pokémon,85,1000000,0.4,50,50.0,40,65,25,bug,None,7.7,5,0,0
Accelgor,"['Hydration', 'Sticky Hold', 'Unburden']",70,3840,70,495,75,Shell Out Pokémon,40,1000000,0.8,80,50.0,100,60,145,bug,None,25.3,5,0,0
Stunfisk,"['Static', 'Limber', 'Sand Veil']",66,5120,70,471,75,Trap Pokémon,84,1000000,0.7,109,50.0,81,99,32,ground,electric,11.0,5,0,0
Mienfoo,"['Inner Focus', 'Regenerator', 'Reckless']",85,6400,70,350,180,Martial Arts Pokémon,50,1059860,0.9,45,50.0,55,50,65,fighting,None,20.0,5,0,0
Mienshao,"['Inner Focus', 'Regenerator', 'Reckless']",125,6400,70,510,45,Martial Arts Pokémon,60,1059860,1.4,65,50.0,95,60,105,fighting,None,35.5,5,0,0
Druddigon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",120,7680,70,485,45,Cave Pokémon,90,1000000,1.6,77,50.0,60,90,48,dragon,None,139.0,5,0,0
Golett,"['Iron Fist', 'Klutz', 'No Guard']",74,6400,70,303,190,Automaton Pokémon,50,1000000,1.0,59,None,35,50,35,ground,ghost,92.0,5,0,1
Golurk,"['Iron Fist', 'Klutz', 'No Guard']",124,6400,70,483,90,Automaton Pokémon,80,1000000,2.8,89,None,55,80,55,ground,ghost,330.0,5,0,1
Pawniard,"['Defiant', 'Inner Focus', 'Pressure']",85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,0.5,45,50.0,40,40,60,dark,steel,10.2,5,0,0
Bisharp,"['Defiant', 'Inner Focus', 'Pressure']",125,5120,35,490,45,Sword Blade Pokémon,100,1000000,1.6,65,50.0,60,70,70,dark,steel,70.0,5,0,0
Bouffalant,"['Reckless', 'Sap Sipper', 'Soundproof']",110,5120,70,490,45,Bash Buffalo Pokémon,95,1000000,1.6,95,50.0,40,95,55,normal,None,94.6,5,0,0
Rufflet,"['Keen Eye', 'Sheer Force', 'Hustle']",83,5120,70,350,190,Eaglet Pokémon,50,1250000,0.5,70,100.0,37,50,60,normal,flying,10.5,5,0,0
Braviary,"['Keen Eye', 'Sheer Force', 'Defiant']",123,5120,70,510,60,Valiant Pokémon,75,1250000,1.5,100,100.0,57,75,80,normal,flying,41.0,5,0,0
Vullaby,"['Big Pecks', 'Overcoat', 'Weak Armor']",55,5120,35,370,190,Diapered Pokémon,75,1250000,0.5,70,0.0,45,65,60,dark,flying,9.0,5,0,0
Mandibuzz,"['Big Pecks', 'Overcoat', 'Weak Armor']",65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,1.2,110,0.0,55,95,80,dark,flying,39.5,5,0,0
Heatmor,"['Gluttony', 'Flash Fire', 'White Smoke']",97,5120,70,484,90,Anteater Pokémon,66,1000000,1.4,85,50.0,105,66,65,fire,None,58.0,5,0,0
Durant,"['Swarm', 'Hustle', 'Truant']",109,5120,70,484,90,Iron Ant Pokémon,112,1000000,0.3,58,50.0,48,48,109,bug,steel,33.0,5,0,0
Deino,['Hustle'],65,10240,35,300,45,Irate Pokémon,50,1250000,0.8,52,50.0,45,50,38,dark,dragon,17.3,5,0,0
Zweilous,['Hustle'],85,10240,35,420,45,Hostile Pokémon,70,1250000,1.4,72,50.0,65,70,58,dark,dragon,50.0,5,0,0
Hydreigon,['Levitate'],105,10240,35,600,45,Brutal Pokémon,90,1250000,1.8,92,50.0,125,90,98,dark,dragon,160.0,5,0,0
Larvesta,"['Flame Body', 'Swarm']",85,10240,70,360,45,Torch Pokémon,55,1250000,1.1,55,50.0,50,55,60,bug,fire,28.8,5,0,0
Volcarona,"['Flame Body', 'Swarm']",60,10240,70,550,15,Sun Pokémon,65,1250000,1.6,85,50.0,135,105,100,bug,fire,46.0,5,0,0
Cobalion,['Justified'],90,20480,35,580,3,Iron Will Pokémon,129,1250000,2.1,91,None,90,72,108,steel,fighting,250.0,5,1,1
